Dataset;Classifier;Statistic
"bppforiginal";"19Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";56.34390651085142
"bppforiginal";"20Vote:-S:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-R:AVG";63.68948247078464
"bppforiginal";"21Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";70.95158597662771
"bppforiginal";"22Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";66.86143572621035
"bppforiginal";"23Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";56.26043405676127
"bppforiginal";"24Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.85976627712854
"jcfedge";"0Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";63.60601001669449
"jcfedge";"1Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.J48:--:-C:0.25:-M:2";63.64774624373957
"jcfedge";"2AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";59.47412353923205
"jcfedge";"3AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.bayes.NaiveBayes";52.42070116861436
"jcfedge";"4Vote:-S:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes:-R:AVG";60.76794657762938
"jcfedge";"5Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";64.98330550918197
"jcfedge";"6Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";64.02337228714524
"jcfedge";"7Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";60.18363939899833
"jcfedge";"8Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";52.33722871452421
"jcfedge";"9Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";63.56427378964941
"jcfedge";"10Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.058430717863104
"jcfedge";"11Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";62.02003338898164
"jcfedge";"12Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.73455759599332
"jcfedge";"13Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.65108514190317
"jcfedge";"14Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";64.10684474123539
"jcfedge";"15Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.14190317195325
"jcfedge";"16Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";57.220367278797994
"jcfedge";"17Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.30884808013356
"jcfedge";"18Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.642737896494154
"jcfedge";"19Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";56.76126878130217
"jcfedge";"20Vote:-S:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-R:AVG";61.89482470784641
"jcfedge";"21Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";67.98831385642738
"jcfedge";"22Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";61.89482470784641
"jcfedge";"23Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";56.469115191986646
"jcfedge";"24Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.90150250417362
"jcfequalize";"0Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";64.64941569282136
"jcfequalize";"1Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.J48:--:-C:0.25:-M:2";63.73121869782972
"jcfequalize";"2AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";60.80968280467446
"jcfequalize";"3AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.bayes.NaiveBayes";54.67445742904842
"jcfequalize";"4Vote:-S:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes:-R:AVG";61.143572621035055
"jcfequalize";"5Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";64.89983305509182
"jcfequalize";"6Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";64.31552587646077
"jcfequalize";"7Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";59.51585976627713
"jcfequalize";"8Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";51.669449081803
"jcfequalize";"9Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";64.81636060100168
